,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Vibemosen 25,2670",3.995.000 kr.,Mosedeskolen,765 m,7.4,3.7,Villa,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 31 dage,116 m²,Ejerudg.: 3.322 kr/md,,4 værelser,Opført 1975,2 toiletter,,,2670,https://www.boligsiden.dk/addresses/0a3f50ab-2b57-32b8-e044-0003ba298018,Grund: 1042 m²,
"Trianglen 20,4600",4.995.000 kr.,Søndre Skole,757 m,7.4,3.7,Rækkehus,Energimærke A2015,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 31 dage,140 m²,Ejerudg.: 2.861 kr/md,,5 værelser,Opført 2018,2 toiletter,,,4600,https://www.boligsiden.dk/addresses/118d88f9-eebf-4fe6-9f1f-1581a4412c16,Grund: 132 m²,
"Stenderupvej 34,6683",1.295.000 kr.,Højmarkskolen,"5,56 km",6.4,3.7,Villa,Energimærke E,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 322 dage,256 m²,Ejerudg.: 1.859 kr/md,,6 værelser,Opført 1914,2 toiletter,,,6683,https://www.boligsiden.dk/addresses/0a3f50b9-b5c6-32b8-e044-0003ba298018,Grund: 12312 m²,
"Vigen 12,9492",2.695.000 kr.,Skolecenter Jetsmark,"6,93 km",6.6,3.7,Villa,Energimærke D,Mellem,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 31 dage,93 m²,Ejerudg.: 2.457 kr/md,,5 værelser,Opført 1967,2 toiletter,,,9492,https://www.boligsiden.dk/addresses/0a3f50c8-fb96-32b8-e044-0003ba298018,Grund: 810 m²,
"Ormslevvej 70A, 1. 2.,8260",2.375.000 kr.,Vestergårdsskolen,126 m,6.5,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,79 m²,Ejerudg.: 2.317 kr/md,Elevator: Nej,3 værelser,Opført 1997,1 toilet,Altan: Nej,Terrasse: Nej,8260,https://www.boligsiden.dk/addresses/0a3f50c3-d29d-32b8-e044-0003ba298018,,
"Tørresøvej 191,5450",1.690.000 kr.,Sletten Skole,"9,9 km",6.8,3.8,Villa,Energimærke C,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 31 dage,201 m²,Ejerudg.: 1.402 kr/md,,5 værelser,Opført 1977,2 toiletter,,,5450,https://www.boligsiden.dk/addresses/0a3f50b5-23d4-32b8-e044-0003ba298018,Grund: 7081 m²,
"Klithavevej 4,9480",3.295.000 kr.,Løkken undervisningssted,546 m,Ikke oplyst,Ikke oplyst,Rækkehus/Fritidsbolig,Energimærke E,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,66 m²,Ejerudg.: 2.969 kr/md,,3 værelser,Opført 1724,1 toilet,,,9480,https://www.boligsiden.dk/addresses/0a3f50c8-a107-32b8-e044-0003ba298018,Grund: 532 m²,
"Tokkerbakken 10,8240",5.398.000 kr.,Ellevangskolen,220 m,7.7,3.8,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,144 m²,Ejerudg.: 3.922 kr/md,,4 værelser,Opført 1970,2 toiletter,,,8240,https://www.boligsiden.dk/addresses/0a3f50c4-7e2a-32b8-e044-0003ba298018,Grund: 856 m²,
"Skodsborgparken 20, st. th.,2942",9.495.000 kr.,Ravnholm Skole,"2,62 km",8.2,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 48 dage,125 m²,Ejerudg.: 9.510 kr/md,Elevator: Ja,3 værelser,Opført 1981,2 toiletter,Altan: Ja,Terrasse: Nej,2942,https://www.boligsiden.dk/addresses/0a3f50a6-ed5a-32b8-e044-0003ba298018,,
"Vesterbyvej 13,6840",1.595.000 kr.,Blåvandshuk Skole,"4,58 km",6.7,3.7,Landejendom,Energimærke E,Meget lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 610 dage,147 m²,Ejerudg.: 2.370 kr/md,,6 værelser,Opført 1890,1 toilet,,,6840,https://www.boligsiden.dk/addresses/0a3f50b8-9ab7-32b8-e044-0003ba298018,Grund: 5486 m²,
"Paludan-Müllers Vej 169,8200",2.449.000 kr.,Hasle Skole,"1,26 km",6.7,3.7,Ejerlejlighed,Energimærke A2010,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,76 m²,Ejerudg.: 2.855 kr/md,Elevator: Nej,2 værelser,Opført 1985,1 toilet,Altan: Nej,Terrasse: Nej,8200,https://www.boligsiden.dk/addresses/0a3f50c3-db25-32b8-e044-0003ba298018,,
"Bøgevænget 114,8310",2.995.000 kr.,Tranbjergskolen,500 m,6.9,3.7,Rækkehus,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,127 m²,Ejerudg.: 2.715 kr/md,,5 værelser,Opført 1977,1 toilet,,,8310,https://www.boligsiden.dk/addresses/0a3f50c2-9ca2-32b8-e044-0003ba298018,Grund: 562 m²,
"Falkevej 21,9800",3.995.000 kr.,Hjørring Ny 10.,746 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 132 dage,238 m²,Ejerudg.: 2.617 kr/md,,5 værelser,Opført 1964,2 toiletter,,,9800,https://www.boligsiden.dk/addresses/0a3f50c8-0fb0-32b8-e044-0003ba298018,Grund: 1496 m²,
"Stadions Alle 3,9320",895.000 kr.,Klokkerholm Skole,429 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 31 dage,116 m²,Ejerudg.: 1.353 kr/md,,4 værelser,Opført 1945,1 toilet,,,9320,https://www.boligsiden.dk/addresses/0a3f50c7-1710-32b8-e044-0003ba298018,Grund: 709 m²,
"Himmerlandsvej 4,9500",1.445.000 kr.,Hobro Søndre Skole og MF10,829 m,7,3.7,Villa,Energimærke C,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,120 m²,Ejerudg.: 1.663 kr/md,,4 værelser,Opført 1935,1 toilet,,,9500,https://www.boligsiden.dk/addresses/0a3f50c8-5f0b-32b8-e044-0003ba298018,Grund: 680 m²,
"Lundbyesgade 9, 3. th.,8000",3.495.000 kr.,Samsøgades Skole,895 m,6.9,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,84 m²,Ejerudg.: 2.920 kr/md,Elevator: Nej,3 værelser,Opført 1925,1 toilet,Altan: Ja,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c3-8fcf-32b8-e044-0003ba298018,,
"Tønnesvej 12, 2. tv.,2300",2.398.000 kr.,Gerbrandskolen,233 m,6.7,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,59 m²,Ejerudg.: 3.624 kr/md,Elevator: Nej,2 værelser,Opført 1935,1 toilet,Altan: Ja,Terrasse: Nej,2300,https://www.boligsiden.dk/addresses/0a3f50a1-526b-32b8-e044-0003ba298018,,
"Lillegårds Alle 127,2860",4.195.000 kr.,Mørkhøj Skole,789 m,6.6,3.6,Villa,Energimærke D,Lav,"23,6%",23‰.,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",Til salg i alt: 31 dage,136 m²,Ejerudg.: 3.420 kr/md,,5 værelser,Opført 1932,1 toilet,,,2860,https://www.boligsiden.dk/addresses/0a3f50a4-64e9-32b8-e044-0003ba298018,Grund: 932 m²,
"Godthåbsvej 31,3751",1.045.000 kr.,Hans Rømer Skolen,"9,73 km",6.6,3.6,Villa/Fritidsbolig,Energimærke D,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,129 m²,Ejerudg.: 960 kr/md,,6 værelser,Opført 1850,1 toilet,,,3751,https://www.boligsiden.dk/addresses/0a3f50b1-e9f0-32b8-e044-0003ba298018,Grund: 2013 m²,
"Peders Kilde 8,2600",5.895.000 kr.,"Glostrup skole, Søndervang",339 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"24,6%",25‰.,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",Til salg i alt: 176 dage,152 m²,Ejerudg.: 3.541 kr/md,,5 værelser,Opført 1969,2 toiletter,,,2600,https://www.boligsiden.dk/addresses/0a3f50a4-bfdb-32b8-e044-0003ba298018,Grund: 794 m²,
"Birkerød Parkvej 26, 2. 68.,3460",1.850.000 kr.,Birkerød Skole,137 m,7.9,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 31 dage,59 m²,Ejerudg.: 3.441 kr/md,Elevator: Nej,2 værelser,Opført 1960,1 toilet,Altan: Nej,Terrasse: Nej,3460,https://www.boligsiden.dk/addresses/0a3f50a7-dd5a-32b8-e044-0003ba298018,,
"Søndervigvej 83,2720",3.995.000 kr.,Husum Skole,900 m,6.9,3.8,Rækkehus,Energimærke E,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,60 m²,Ejerudg.: 3.253 kr/md,,2 værelser,Opført 1944,2 toiletter,,,2720,https://www.boligsiden.dk/addresses/0a3f50a1-0f4a-32b8-e044-0003ba298018,Grund: 219 m²,
"Holmehusvej 30, 3. th.,5000",2.595.000 kr.,Risingskolen,496 m,6.6,3.7,Ejerlejlighed,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 31 dage,90 m²,Ejerudg.: 2.670 kr/md,Elevator: Ja,4 værelser,Opført 2004,1 toilet,Altan: Ja,Terrasse: Nej,5000,https://www.boligsiden.dk/addresses/0a3f50b4-089e-32b8-e044-0003ba298018,,
"Havremarken 94,7730",895.000 kr.,Hanstholm Skole,822 m,6.2,3.6,Villa,Energimærke D,Lav,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 200 dage,160 m²,Ejerudg.: 1.696 kr/md,,6 værelser,Opført 1975,1 toilet,,,7730,https://www.boligsiden.dk/addresses/0a3f50c4-f91e-32b8-e044-0003ba298018,Grund: 400 m²,
"Søndervangs Allé 51,8260",3.598.000 kr.,Søndervangskolen,287 m,5.8,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,136 m²,Ejerudg.: 3.316 kr/md,,5 værelser,Opført 1926,1 toilet,,,8260,https://www.boligsiden.dk/addresses/0a3f50c4-6bcc-32b8-e044-0003ba298018,Grund: 538 m²,
"Åmøllevej 7,8970",845.000 kr.,Assens Skole,"3,1 km",6.3,3.7,Villa,Energimærke D,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,107 m²,Ejerudg.: 1.252 kr/md,,3 værelser,Opført 1973,2 toiletter,,,8970,https://www.boligsiden.dk/addresses/0a3f50c0-57eb-32b8-e044-0003ba298018,Grund: 2434 m²,
"Bødkervænget 11,4270",895.000 kr.,Høng Skole,"4,21 km",6.5,3.6,Villa,Energimærke F,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,117 m²,Ejerudg.: 1.585 kr/md,,4 værelser,Opført 1963,1 toilet,,,4270,https://www.boligsiden.dk/addresses/0a3f50ad-80b6-32b8-e044-0003ba298018,Grund: 713 m²,
"Frederiks Allé 106, 3.,8000",2.998.000 kr.,Frederiksbjerg Skole,340 m,7.7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,53 m²,Ejerudg.: 2.397 kr/md,Elevator: Nej,2 værelser,Opført 1876,1 toilet,Altan: Nej,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c2-dd29-32b8-e044-0003ba298018,,
"Asgaardsvej 11,4873",1.575.000 kr.,Sydfalster Skole,591 m,6.2,3.6,Villa/Fritidsbolig,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 31 dage,193 m²,Ejerudg.: 1.581 kr/md,,7 værelser,Opført 1989,2 toiletter,,,4873,https://www.boligsiden.dk/addresses/0a3f50b1-7d0d-32b8-e044-0003ba298018,Grund: 772 m²,
"Strandtoften 46,8250",3.895.000 kr.,Skæring Skole,"2,41 km",7.9,3.8,Ejerlejlighed/Fritidsbolig,Energimærke G,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,42 m²,Ejerudg.: 3.780 kr/md,Elevator: Nej,2 værelser,Opført 1988,1 toilet,Altan: Nej,Terrasse: Ja,8250,https://www.boligsiden.dk/addresses/0a3f50c4-5fce-32b8-e044-0003ba298018,,
"Istedgade 41,7500",1.995.000 kr.,Rolf Krake Skolen,"1,07 km",7.4,3.8,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 31 dage,118 m²,Ejerudg.: 1.553 kr/md,,2 værelser,Opført 1934,1 toilet,,,7500,https://www.boligsiden.dk/addresses/0a3f50be-0554-32b8-e044-0003ba298018,Grund: 317 m²,
"Skovbrinken 59,4060",2.995.000 kr.,Bramsnæsvigskolen,"3,43 km",6.8,3.6,Villa,Energimærke C,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 31 dage,138 m²,Ejerudg.: 2.157 kr/md,,5 værelser,Opført 1974,3 toiletter,,,4060,https://www.boligsiden.dk/addresses/0a3f50aa-d739-32b8-e044-0003ba298018,Grund: 700 m²,
"Gambøtvej 17D,5700",4.995.000 kr.,Thurø Skole,692 m,7.4,3.9,Villa,Energimærke A2015,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 31 dage,162 m²,Ejerudg.: 3.217 kr/md,,6 værelser,Opført 2021,2 toiletter,,,5700,https://www.boligsiden.dk/addresses/2639a32c-ddae-4f9a-8954-c9d66b16964b,Grund: 905 m²,
"Oddenvej 148,4500",2.495.000 kr.,Højby Skole,"5,9 km",6.5,3.6,Villa,Energimærke D,Høj,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 31 dage,125 m²,Ejerudg.: 2.909 kr/md,,14 værelser,Opført 1900,3 toiletter,,,4500,https://www.boligsiden.dk/addresses/0a3f50af-4151-32b8-e044-0003ba298018,Grund: 1550 m²,
"Høje Bøge Vej 56,5700",1.795.000 kr.,Vestre Skole,866 m,5.9,3.7,Villa,Energimærke C,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 618 dage,180 m²,Ejerudg.: 1.967 kr/md,,6 værelser,Opført 1965,2 toiletter,,,5700,https://www.boligsiden.dk/addresses/0a3f50b5-7dfa-32b8-e044-0003ba298018,Grund: 1011 m²,
"Nyelandsvej 1, 2. tv.,2000",6.995.000 kr.,Skolen på Nyelandsvej,260 m,7.8,3.7,Ejerlejlighed,Energimærke D,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 31 dage,118 m²,Ejerudg.: 4.737 kr/md,Elevator: Nej,4 værelser,Opført 1890,2 toiletter,Altan: Nej,Terrasse: Nej,2000,https://www.boligsiden.dk/addresses/0a3f50a2-9d3b-32b8-e044-0003ba298018,,
"Vejlebrovej 114, 2. th.,2635",1.900.000 kr.,Vejlebroskolen,553 m,6.1,3.6,Ejerlejlighed,Energimærke C,Mellem,25%,25‰.,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 31 dage,76 m²,Ejerudg.: 2.924 kr/md,Elevator: Nej,2 værelser,Opført 1969,1 toilet,Altan: Nej,Terrasse: Nej,2635,https://www.boligsiden.dk/addresses/0a3f50a7-1e04-32b8-e044-0003ba298018,,
"Kaldredvej 12,4593",845.000 kr.,Svebølle Skole,"4,05 km",5.9,3.5,Villa,Energimærke E,Mellem,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 239 dage,84 m²,Ejerudg.: 1.332 kr/md,,3 værelser,Opført 1870,1 toilet,,,4593,https://www.boligsiden.dk/addresses/0a3f50ac-905b-32b8-e044-0003ba298018,Grund: 1048 m²,
"Fuglebakken 110,5210",1.675.000 kr.,Paarup Skole,"1,33 km",7.4,3.7,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 31 dage,78 m²,Ejerudg.: 1.419 kr/md,,3 værelser,Opført 1967,1 toilet,,,5210,https://www.boligsiden.dk/addresses/0a3f50b3-e048-32b8-e044-0003ba298018,Grund: 327 m²,
"Toftebæksvej 52, 1. th.,2800",2.495.000 kr.,Lindegårdsskolen,196 m,7.4,3.7,Ejerlejlighed,Energimærke C,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 31 dage,66 m²,Ejerudg.: 4.188 kr/md,Elevator: Nej,3 værelser,Opført 1931,1 toilet,Altan: Nej,Terrasse: Nej,2800,https://www.boligsiden.dk/addresses/0a3f50a6-6c09-32b8-e044-0003ba298018,,
"Søvang 18,6400",1.795.000 kr.,Humlehøj-Skolen,697 m,6.7,3.8,Villa,Energimærke D,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 31 dage,156 m²,Ejerudg.: 2.010 kr/md,,5 værelser,Opført 1970,1 toilet,,,6400,https://www.boligsiden.dk/addresses/0a3f50b7-d182-32b8-e044-0003ba298018,Grund: 1214 m²,
"Kastanievej 12,4623",3.995.000 kr.,Højelse Skole,"1,54 km",7.1,3.7,Villa,Energimærke C,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 284 dage,199 m²,Ejerudg.: 3.247 kr/md,,8 værelser,Opført 1965,3 toiletter,,,4623,https://www.boligsiden.dk/addresses/0a3f50ab-73e6-32b8-e044-0003ba298018,Grund: 812 m²,
"Sct Anna Gade 30A,3000",6.495.000 kr.,Skolen i Bymidten,443 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 359 dage,257 m²,Ejerudg.: 5.624 kr/md,,8 værelser,Opført 1600,3 toiletter,,,3000,https://www.boligsiden.dk/addresses/0a3f50a9-7c33-32b8-e044-0003ba298018,Grund: 218 m²,
"Elmevej 2,7080",2.895.000 kr.,Fælleshåbsskolen,"4,92 km",7.2,3.8,Villa,Energimærke B,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 129 dage,172 m²,Ejerudg.: 1.771 kr/md,,5 værelser,Opført 1973,2 toiletter,,,7080,https://www.boligsiden.dk/addresses/0a3f50ba-537e-32b8-e044-0003ba298018,Grund: 935 m²,
"Frejasvej 8,8881",1.645.000 kr.,Tungelundskolen,874 m,6.9,3.6,Villa,Energimærke D,Mellem,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 201 dage,142 m²,Ejerudg.: 1.303 kr/md,,5 værelser,Opført 1972,1 toilet,,,8881,https://www.boligsiden.dk/addresses/0a3f50c5-05e4-32b8-e044-0003ba298018,Grund: 859 m²,
"Eveldrupvej 77,9620",1.395.000 kr.,Aars Skole,"10,98 km",6.5,3.8,Landejendom,Energimærke D,Høj,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 31 dage,158 m²,Ejerudg.: 1.480 kr/md,,6 værelser,Opført 1897,1 toilet,,,9620,https://www.boligsiden.dk/addresses/0a3f50c6-afbd-32b8-e044-0003ba298018,Grund: 90310 m²,
"Kirkegade 8,9690",595.000 kr.,Fjerritslev Skole,"5,65 km",6.4,3.6,Villa,Energimærke D,Lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 31 dage,180 m²,Ejerudg.: 1.575 kr/md,,6 værelser,Opført 1972,2 toiletter,,,9690,https://www.boligsiden.dk/addresses/0a3f50c7-3e80-32b8-e044-0003ba298018,Grund: 830 m²,
"Niels Ebbesens Vej 25, 3.,1911",11.995.000 kr.,Skolen ved Søerne,242 m,7.8,3.7,Ejerlejlighed,Energimærke D,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 31 dage,150 m²,Ejerudg.: 9.014 kr/md,Elevator: Nej,5 værelser,Opført 1906,2 toiletter,Altan: Ja,Terrasse: Nej,1911,https://www.boligsiden.dk/addresses/0a3f50a2-9161-32b8-e044-0003ba298018,,
"Kildeagervej 352,8361",3.695.000 kr.,Bavnehøj Skole,"1,18 km",6.7,3.6,Villa,Energimærke A2010,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 31 dage,121 m²,Ejerudg.: 2.379 kr/md,,4 værelser,Opført 2016,2 toiletter,,,8361,https://www.boligsiden.dk/addresses/5c9a58d0-0872-48cd-971d-b93ebc9b885a,Grund: 436 m²,
"Aastrupvej 25,6100",7.445.000 kr.,Fællesskolen Favrdal-Fjelstrup,"1,03 km",7.4,3.7,Villa,Energimærke F,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 31 dage,272 m²,Ejerudg.: 6.152 kr/md,,8 værelser,Opført 1928,2 toiletter,,,6100,https://www.boligsiden.dk/addresses/0a3f50b6-a60a-32b8-e044-0003ba298018,Grund: 10103 m²,
"Buddingevej 260, st. o.,2860",1.350.000 kr.,Vadgård Skole,448 m,7,3.7,Ejerlejlighed,Energimærke D,Lav,"23,6%",23‰.,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",Til salg i alt: 31 dage,38 m²,Ejerudg.: 3.191 kr/md,Elevator: Nej,2 værelser,Opført 1961,1 toilet,Altan: Nej,Terrasse: Nej,2860,https://www.boligsiden.dk/addresses/0a3f50a4-37af-32b8-e044-0003ba298018,,
"Ringgade 57,7600",995.000 kr.,Parkskolen,"1,24 km",7.7,3.7,Villa,Energimærke D,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 31 dage,89 m²,Ejerudg.: 1.522 kr/md,,3 værelser,Opført 1943,1 toilet,,,7600,https://www.boligsiden.dk/addresses/0a3f50be-e1f0-32b8-e044-0003ba298018,Grund: 433 m²,
"Enighedsvej 21,6950",898.000 kr.,"UCRS, 10´eren, Ringkøbing",777 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Ukendt,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 31 dage,119 m²,Ejerudg.: 1.709 kr/md,,5 værelser,Opført 1906,-,,,6950,https://www.boligsiden.dk/addresses/e403f74d-dcf8-438c-9942-ead1e3a40452,Grund: 264 m²,
