Ydertype;Speciale;Ydernr;titelpost;System;Praksisbetegnelse;Adresse;Postnr;Post_navn;Amt;navn;Lokationsnr;Telefonnr_1
15;19;96148;;EG Clinea;Rikke Schmedes;Granvej 2 E,1;7190;Billund;83;Region Syddanmark;5790000158225;75331407
15;19;96520;;NOVAX;Peter Holst-Hansen;Domhusgade 22 E;6000;Kolding;83;Region Syddanmark;5790000148394;75538500
15;19;96555;;EG Clinea;Vibeke Rørbæk Aasholm;Buen 5,st;6000;Kolding;83;Region Syddanmark;5790002013232;75521137
15;19;96563;;NOVAX;Øjenlæge Jan Mørkenborg;Havborgvej 8;6710;Esbjerg V;83;Region Syddanmark;5790001363154;75120177
15;19;96598;;NOVAX;Øjenlæge Thomas Storr-Paulsen;Jyllandsgade 79 C,2;6700;Esbjerg;83;Region Syddanmark;5790002279003;69150460
15;19;96636;;NOVAX;Øjenklinikken Ribe;Tycho Brahes Vej 4;6760;Ribe;83;Region Syddanmark;5790001992255;75410633
15;19;96679;;EG Clinea;Jesper Skov;Jyllandsgade 20,3;7000;Fredericia;83;Region Syddanmark;5790000148974;75930345
15;19;96687;;EG Clinea;Nørretorvets Øjenklinik;Nørretorv 13,1.;7100;Vejle;83;Region Syddanmark;5790001369842;75829362
15;19;96695;;NOVAX;Christopher Lisle;Nørregade 18,1.;7100;Vejle;83;Region Syddanmark;5790000177073;75820625
15;19;96717;;MultiMed Web;Øjenlæge Kirsten Bjerre;Foldegade 33,1.;7100;Vejle;83;Region Syddanmark;5790002281389;75727578
15;19;96725;;NOVAX;Øjenlæge Jesper Grønning Mehlsen;Borgergade 70,st tv.;6700;Esbjerg;83;Region Syddanmark;5790002287978;75131130
15;19;90018;;NOVAX;Hanne Göte;Frederiksborggade 3,1.;1360;København K;84;Region Hovedstaden;5790000159710;33323001
15;19;90077;;NOVAX;Soheila Naftchi;Østerbrogade 196,5;2100;København Ø;84;Region Hovedstaden;5790001363666;29176746
15;19;90093;;EG Clinea;Nicolai Sjö;Grønnegade 3,1 tv;1107;København K;84;Region Hovedstaden;5790002021428;35818522
15;19;90115;;EG Clinea;Erik Bjørn Rose & Susan Arac;Østergade 18,1.;1100;København K;84;Region Hovedstaden;5790000154814;33137700
15;19;90131;;EG Clinea;Mikkel Hugod;Amagerbrogade 242,st;2300;København S;84;Region Hovedstaden;5790002269813;32590211
15;19;90158;;EG Clinea;Jens Chr. Nørregaard;Peter Bangs Vej 7 A;2000;Frederiksberg;84;Region Hovedstaden;5790000153565;38190064
15;19;90166;;EG Clinea;Jens Lindegaard;Rådhuspladsen 59,3;1550;København V;84;Region Hovedstaden;5790002274503;38289388
15;19;90174;;EG Clinea;Hanne Møller;Lyngby Hovedgade 57 D,1;2800;Kongens Lyngby;84;Region Hovedstaden;5790002274657;32227110
15;19;90182;;EG Clinea;Nathalie Zibrandtsen;Strandvejen 102 B,2;2900;Hellerup;84;Region Hovedstaden;5790002273711;82820200
15;19;90190;;MultiMed Web;Vaida Havemose;Willemoesgade 18,st tv;2100;København Ø;84;Region Hovedstaden;5790002274893;35261890
15;19;90204;;EG Clinea;Tine Engell;Købmagergade 67,2;1150;København K;84;Region Hovedstaden;5790000153893;70702222
15;19;90212;;NOVAX;Pia Smith-Hansen;Slotsgade 27 A,1;3400;Hillerød;84;Region Hovedstaden;5790002278167;48263331
15;19;90220;;NOVAX;Hovedstadens Øjenklinik;Store Kongensgade 36,4;1264;København K;84;Region Hovedstaden;5790002280832;33116625
15;19;90239;;EG Clinea;Øjenlæge Christoffer Ostri;Nygade 4,4;1164;København K;84;Region Hovedstaden;5790002282669;82133330
15;19;90247;;NOVAX;Københavns Øjenklinik i Lyngby;Jægersborgvej 66 A,1 th.;2800;Kongens Lyngby;84;Region Hovedstaden;5790000155316;39641066
15;19;90255;;NOVAX;Thøger Frøsig Svahn;Slotsgade 34,2 tv;3400;Hillerød;84;Region Hovedstaden;5790002410994;48254011
15;19;90263;;EG Clinea;Stig Kraglund Holfort;Amagerbrogade 242;2300;København S;84;Region Hovedstaden;5790002269813;32590211
15;19;90271;;EG Clinea;Carl Martin Vinten;Vimmelskaftet 41,2;1161;København K;84;Region Hovedstaden;5790002413810;33122085
15;19;90298;;NOVAX;Øjenlæge Louise Hillerup Hansen;Gammel Kongevej 98,1;1850;Frederiksberg C;84;Region Hovedstaden;5790002414114;33224240
15;19;90328;;NOVAX;Lotte Falck;Slotsgade 22,1;3400;Hillerød;84;Region Hovedstaden;5790002507328;48250464
15;19;90344;;EG Clinea;Birgitte Haargaard;Lyngby Hovedgade 37,1;2800;Kongens Lyngby;84;Region Hovedstaden;5790000153053;45930510
15;19;90395;;NOVAX;Marianne Nørgaard Hove;Paulas Passage 4;1799;København V;84;Region Hovedstaden;5790002624995;36704000
15;19;90409;;NOVAX;Rasmus Ejstrup;Stationsparken 21;2600;Glostrup;84;Region Hovedstaden;5790002629211;43207040
15;19;90433;;NOVAX;Javier Cabrerizo;Lyngbyvej 24, st.th.;2100;København Ø;84;Region Hovedstaden;5790002632419;39161012
15;19;90441;;EG Clinea;Kim Holmgaard;Lyngby Hovedgade 27;2800;Kongens Lyngby;84;Region Hovedstaden;5790002636233;45880122
15;19;90840;;EG Clinea;Peter Fahmy;Rådhuspladsen 59,3;1550;København V;84;Region Hovedstaden;5790001384067;38289388
15;19;90859;;EG Clinea;Øjenklinikken Diakonissestiftelsen;Peter Bangs Vej 7 A;2000;Frederiksberg;84;Region Hovedstaden;5790000153565;38190064
15;19;91014;;EG Clinea;Shuxia Maria Messerschmidt;Saltværksvej 168,1;2770;Kastrup;84;Region Hovedstaden;5790001983932;32505663
15;19;91022;;MultiMed Web;Elin J. Sørensen;Fredensvej 5;2750;Ballerup;84;Region Hovedstaden;5790000176908;44977265
15;19;91030;;NOVAX;Jens Østergaard;Aurehøjvej 2,st tv;2900;Hellerup;84;Region Hovedstaden;5790002028588;39612300
15;19;91049;;NOVAX;Nicolai Gruhn;Bydammen 1 E,1;2750;Ballerup;84;Region Hovedstaden;5790000155095;44686060
15;19;91057;;EG Clinea;Ken Ninn-Pedersen & Ayhan Al Kole;Roskildevej 296;2610;Rødovre;84;Region Hovedstaden;5790000154753;36491200
15;19;91111;;NOVAX;Marcus Diamant og Niels Rath;Stationsparken 21;2600;Glostrup;84;Region Hovedstaden;5790001352646;43207040
15;19;91138;;NOVAX;Peter Kofoed;Hvidovrevej 137,1,-1v;2650;Hvidovre;84;Region Hovedstaden;5790002012167;69150410
15;19;91405;;NOVAX;Lisbet Knudsen;Gl. Klausdalsbrovej 476,st th.;2730;Herlev;84;Region Hovedstaden;5790001380540;44948788
15;19;91413;;MultiMed Web;Bruno Battistini;Hovedvejen 158,1.;2600;Glostrup;84;Region Hovedstaden;5790000160211;43969770
15;19;91456;;EG Clinea;Charlotte Lund-Andersen;Søborg Hovedgade 201;2860;Søborg;84;Region Hovedstaden;5790000148882;39678635
15;19;92002;;EG Clinea;Lone K. Tingsgaard;Murergade 5;3000;Helsingør;84;Region Hovedstaden;5790000160334;49223737
15;19;92045;;NOVAX;Carsten Øgard;Jernbanevej 2,1;3520;Farum;84;Region Hovedstaden;5790002005848;44951213
15;19;92134;;MultiMed Web;Jens Erik Thygesen;Falkenborggården 1;3600;Frederikssund;84;Region Hovedstaden;5790000223589;47317010
15;19;92223;;NOVAX;Ole Dithmer og Shakil Ahmed;Rungsted Bytorv 5,1. tv;2960;Rungsted Kyst;84;Region Hovedstaden;5790000144280;45864911
15;19;92258;;NOVAX;Simon von Spreckelsen;Groskenstræde 4;3000;Helsingør;84;Region Hovedstaden;5790000148011;49216707
15;19;94005;;NOVAX;Jakob Friis og Mette Correll;Toftelunden 1;3790;Hasle;84;Region Hovedstaden;5790001351908;56930404
15;19;94021;;EG Clinea;Per H. Haamann;Vester Voldgade 9,2.;1552;København V;84;Region Hovedstaden;5790001368241;33142076
15;19;94056;;EG Clinea;Nis Andersen;Amagerbrogade 62,3 th;2300;København S;84;Region Hovedstaden;5790001371579;32956129
15;19;94064;;NOVAX;Henrik Melsom;Slotsgade 34;3400;Hillerød;84;Region Hovedstaden;5790002287787;48254011
15;19;94072;;EG Clinea;Nynne Luise Blenner Christoffersen;Store Torvegade 54;3700;Rønne;84;Region Hovedstaden;5790002396663;56952665
15;19;94080;;NOVAX;Rasmus Pold;Rødovre Centrum 1 K,1,-298;2610;Rødovre;84;Region Hovedstaden;5790000157600;36701010
11;19;99996;;;Lægernes Pensionskasse;Esplanaden 8a,postboks 2221;1018;København K;84;Region Hovedstaden;;
15;19;92509;;MultiMed Web;Øjenlæge Anders Vorting;Præstøvej 78;4640;Faxe;85;Region Sjælland;5790001356330;56730202
15;19;92525;;NOVAX;Øjenlæge Henrik Madsen;Lykkebækvej 14;4600;Køge;85;Region Sjælland;5790002505799;56345566
15;19;92533;;NOVAX;Øjenlæge Ralph Bargum;Skomagergade 24,1. tv.;4000;Roskilde;85;Region Sjælland;5790001364793;46353526
15;19;92622;;EG Clinea;Øjenlæge Helle Brønden Andersen;Over Bølgen 2 A;2670;Greve;85;Region Sjælland;5790000150083;43904001
15;19;92649;;NOVAX;Øjenklinikken på Hestetorvet;Hestetorvet 8;4000;Roskilde;85;Region Sjælland;5790001364984;46355500
15;19;92657;;NOVAX;Øjenlæge Magdalena Dobija-Karon;Hoskiærsvej 17;4900;Nakskov;85;Region Sjælland;5790002000423;54657580
15;19;92665;;NOVAX;Øjenlæge Hanne Roed;Jernbanevej 16;4300;Holbæk;85;Region Sjælland;5790002003226;59430606
15;19;92673;;EG Clinea;Øjenlæge Praksis;Nørregade 4;4100;Ringsted;85;Region Sjælland;5790002007484;57617273
15;19;92681;;NOVAX;Øjenlæge Stine Jacoby ApS;Ahlgade 30 c;4300;Holbæk;85;Region Sjælland;5790002011702;59431850
15;19;92703;;EG Clinea;Øjenlæge Marina Gancho;Slotsbryggen 18;4800;Nykøbing F;85;Region Sjælland;5790002269820;79306028
15;19;92711;;EG Clinea;Holbæk Øjencenter ApS;Stenhusvej 35;4300;Holbæk;85;Region Sjælland;5790002274398;59445085
15;19;92738;;NOVAX;Øjenklinikken i Kalundborg;Skibbrogade 29;4400;Kalundborg;85;Region Sjælland;5790002278556;59513040
15;19;92746;;NOVAX;Øjenlæge Jakob Halborg;Hestetorvet 8;4000;Roskilde;85;Region Sjælland;5790002413513;46361266
15;19;92754;;NOVAX;Øjencenter Maribo;Søndre Boulevard 84;4930;Maribo;85;Region Sjælland;5790002281631;54780380
15;19;92762;;NOVAX;Vestsjællands Øjenklinik;Sdr.Stationsvej 41 kld.;4200;Slagelse;85;Region Sjælland;5790002283345;58522001
15;19;92770;;NOVAX;Odsherred Øjenklinik;Algade 10;4500;Nykøbing Sj;85;Region Sjælland;5790002282676;59911600
15;19;92797;;EG Clinea;Øjenklinikken Stændertorvet 2;Stændertorvet 2 B;4000;Roskilde;85;Region Sjælland;5790000140367;46328884
15;19;92819;;NOVAX;Sydsjællands Øjenklinik;Algade 59,2 th;4760;Vordingborg;85;Region Sjælland;5790002407529;55374940
15;19;92827;;NOVAX;Sundt Syn;Ndr.Stationsvej 14 E;4200;Slagelse;85;Region Sjælland;5790002505058;58506110
15;19;92851;;NOVAX;Øjenklinikken Ramsherred;Ramsherred 19 A, 1.;4700;Næstved;85;Region Sjælland;5790000158607;55720370
15;19;92878;;NOVAX;Køge Øjenklinik;Lykkebækvej 14, st.;4600;Køge;85;Region Sjælland;5790002622120;56345566
15;19;92886;;EG Clinea;Sjællands øjenklinik;Smedegade 6, 2.;4200;Slagelse;85;Region Sjælland;5790002633454;58525299
15;19;92894;;;Øjenlæge Nikolaj Gram;Hemmelig 1;0;Hemmelig;85;Region Sjælland;;
15;19;92908;;EG Clinea;Næstved Øjenklinik;Næstved Storcenter 5, 1. 57A;4700;Næstved;85;Region Sjælland;5790002635939;55733838
15;19;93505;;NOVAX;Guldborgsund Øjenklinik;Havnegade 2,2.;4800;Nykøbing F;85;Region Sjælland;5790000154074;54820047
25;18;285587;;NOVAX;Neurologisk Speciallæge;Stygge Krumpens Vej 4;9300;Sæby;81;Region Nordjylland;5790001384906;88917859
25;18;290211;;NOVAX;Neurologisk Klinik Aalborg;Sohngårdsholmsvej 2, 1. th;9000;Aalborg;81;Region Nordjylland;5790002511660;69161728
25;18;269409;;EG Clinea;Neurolog Jonas Kraft;Vestre Skovvej 3;8240;Risskov;82;Region Midtjylland;5790001364632;86177323
25;18;269832;;NOVAX;Neurologen Jacob Geday;Grønlandsvej 1,1;8700;Horsens;82;Region Midtjylland;5790000158799;75623032
25;18;269840;;NOVAX;Jesper Mai;Skæring Strandvej 3;8250;Egå;82;Region Midtjylland;5790000141319;87640165
25;18;269972;;NOVAX;Neurolog Einar Bech;Hans H Seedorffs Str 3,3;8000;Aarhus C;82;Region Midtjylland;5790002015502;86126515
25;18;269999;;EG Clinea;Neurohuset;Toldboden 1,2,-2a;8800;Viborg;82;Region Midtjylland;5790002015496;86611114
25;18;271314;;EG Clinea;Neurologisk Klinik v/ Erik Lisbjerg Johnsen;Sygehusvej 7, 2.;8660;Skanderborg;82;Region Midtjylland;5790002636059;86511890
25;18;278041;;EG Clinea;Per Schmidt Sørensen;Ny Tilemannsvej 4;8450;Hammel;82;Region Midtjylland;5790000151882;87659002
25;18;285595;;NOVAX;Neurologisk speciallægeklinik;Fonnesbechsgade 1,st th;7400;Herning;82;Region Midtjylland;5790002288036;69151301
25;18;244244;;CGM XMO;Neuropraksis Sønderborg;Ringgade 168, st.;6400;Sønderborg;83;Region Syddanmark;5790002013010;74421414
25;18;244279;;NOVAX;Neurolog Sandra Dalboni Hansen;Skt. Anne Plads 2;5000;Odense C;83;Region Syddanmark;5790000147434;66140750
25;18;244708;;NOVAX;Neurolog Jonatan Forsberg;Hulgade 9;5700;Svendborg;83;Region Syddanmark;5790002518102;66137881
25;18;244813;;EG Clinea;Neurologisk Speciallægepraksis Esbjerg;Krebsehusene 2;6715;Esbjerg N;83;Region Syddanmark;5790001356361;75456652
25;18;244910;;NOVAX;Neuro Danmark;Teglgårdsparken 116, st.;5500;Middelfart;83;Region Syddanmark;5790000153459;61616624
25;18;246174;;NOVAX;Speciallæge Unni Jeppesen;Fisketorvet 4;5000;Odense C;83;Region Syddanmark;5790000174492;66112870
25;18;246190;;MyClinic;Speciallæge Lis Gitte Johannsen;Lumbyvej 11;5000;Odense C;83;Region Syddanmark;5790001348533;66102288
25;18;253979;;EG Clinea;Speciallæge Ruth Kirkeby;Storegade 7,1. th;6200;Aabenraa;83;Region Syddanmark;5790000143573;73623060
25;18;262358;;NOVAX;Hjerne- og Nerveklinikken;Borgvold 14 B,1.;7100;Vejle;83;Region Syddanmark;5790002398070;75834224
25;18;200670;;NOVAX;Poul Jennum;Ordrupvej 60,4.;2920;Charlottenlund;84;Region Hovedstaden;5790002398674;69133963
25;18;201936;;NOVAX;Amalia Larsen;Tagensvej 70;2200;København N;84;Region Hovedstaden;5790002414756;31530703
25;18;201995;;NOVAX;Christian Pilebæk Hansen;Bymosevej 2;3200;Helsinge;84;Region Hovedstaden;5790001391867;48233536
25;18;202045;;NOVAX;Houry Hassanpour Kalamroudy;Rebæk Søpark 3,1;2650;Hvidovre;84;Region Hovedstaden;5790002509483;36411814
25;18;202754;;NOVAX;Katja Lohmann Larsen;Bryggertorvet 4C;3650;Ølstykke;84;Region Hovedstaden;5790002624551;47160300
25;18;202835;;NOVAX;Klinik for dystoni, spasticitet og anden neurologi;Herlev Ringvej 2C, 1. tv.;2730;Herlev;84;Region Hovedstaden;5790002626234;44503222
25;18;202851;;NOVAX;Katayoun Elyasvan;Lyngbyvej 1, 1. th.;2100;København Ø;84;Region Hovedstaden;5790002627071;39204022
25;18;202908;;NOVAX;Tina Dysgaard;Jægersborg Alle 14, 2.;2920;Charlottenlund;84;Region Hovedstaden;5790002628382;31261261
25;18;206253;;NOVAX;Michael Grønbech-Jensen;Christianshavns Torv 2,1 th;1410;København K;84;Region Hovedstaden;5790000145461;32955458
25;18;207055;;NOVAX;Elizabeth Holm Nielsen;Amaliegade 26,st tv;1256;København K;84;Region Hovedstaden;5790001989149;71154050
25;18;208248;;EG Clinea;Stephen Wørlich Pedersen;Peter Bangs Vej 40,1 th;2000;Frederiksberg;84;Region Hovedstaden;5790002012228;33310003
25;18;210099;;MyClinic;Pia Würtzen Norup;Røjelskær 11,3;2840;Holte;84;Region Hovedstaden;5790000151943;45884259
25;18;214841;;NOVAX;Peter Thede Schmidt-Hansen;Idrætsvej 101;2650;Hvidovre;84;Region Hovedstaden;5790001373559;36789482
25;18;220175;;NOVAX;Vibeke Ulrich;Bøgebakken 40;3000;Helsingør;84;Region Hovedstaden;5790000154630;49224313
25;18;241059;;NOVAX;Charlotte Dornonville de la Cour;Vesterbrogade 20,2 th;1620;København V;84;Region Hovedstaden;5790002398667;31363913
25;18;226106;;NOVAX;Speciallæge Nastaran Khabbaz Bavani;Algade 15 D,1.;4000;Roskilde;85;Region Sjælland;5790002281204;46371500
25;18;226238;;NOVAX;Neurolog i Slagelse;Ingemannsvej 2 D;4200;Slagelse;85;Region Sjælland;5790002409219;58514200
25;18;226440;;;Neurolog - Jesper Milthers;Hemmelig 1;0;Hemmelig;85;Region Sjælland;;
25;18;229210;;NOVAX;Sjællands Neurologer I/S;Ahlgade 21,1.;4300;Holbæk;85;Region Sjælland;5790002505843;59446088
25;18;229237;;NOVAX;Speciallæge i Neurologi;Parkvej 46 B;4700;Næstved;85;Region Sjælland;5790002511233;70602676
25;9;290254;;MultiMed Web;Kirurgisk Klinik;Bispensgade 10,2;9000;Aalborg;81;Region Nordjylland;5790002517846;98162255
25;9;290270;;NOVAX;Kirurgisk Klinik Nord;Sygehusvej 22;9460;Brovst;81;Region Nordjylland;5790002396250;92157001
25;9;290343;;EG Clinea;Kirurgiklinikken Limfjordshuset;Ved Stranden 22, 2. th.;9000;Aalborg;81;Region Nordjylland;5790002636189;98139888
25;9;269174;;EG Clinea;Kirurgisk Klinik Frichs;Hermodsvej 22;8230;Åbyhøj;82;Region Midtjylland;5790000149063;86198611
25;9;269298;;NOVAX;Klinik Kirurgi & Endoskopi;Lystrupvej 20;8240;Risskov;82;Region Midtjylland;5790002284533;53803935
25;9;269352;;NOVAX;Speciallæge i kirurgi Jacob Fristrup;Toldboden 1,4 d;8800;Viborg;82;Region Midtjylland;5790002395994;86610626
25;9;285943;;MultiMed Web;Kirurgisk Klinik Horsens;Nørregade 1,1;8700;Horsens;82;Region Midtjylland;5790002517747;75615777
25;9;285994;;MultiMed Web;Kirurgisk Klinik Aarhus;Rolighedsvej 30;8240;Risskov;82;Region Midtjylland;5790002407321;86199330
25;9;244082;;MultiMed Web;Kirurgisk Klinik Syddanmark;Jernbanegade 5,2 tv;6000;Kolding;83;Region Syddanmark;5790001391119;74630023
25;9;244376;;EG WinPLC;Speciallæge i kirurgi;Havnepladsen 3 A;5700;Svendborg;83;Region Syddanmark;5790002280788;62214080
25;9;244465;;NOVAX;Kirurgisk Klinik Esbjerg;Borgergade 70,1 th;6700;Esbjerg;83;Region Syddanmark;5790000142965;75123265
25;9;244538;;MultiMed Web;Kirurgisk Klinik Odense;Ørbækvej 75,2;5220;Odense SØ;83;Region Syddanmark;5790002406324;66134706
25;9;201200;;EG WinPLC;Mads Juul Bundgaard;Farvergade 2,1;1463;København K;84;Region Hovedstaden;5790002276088;33366100
25;9;201219;;EG Clinea;Henrik Loft Jakobsen;Aldershvilevej 124;2880;Bagsværd;84;Region Hovedstaden;5790002277801;40330131
25;9;201731;;EG WinPLC;Claus Buhl Nielsen;Helsingørsgade 52 b;3400;Hillerød;84;Region Hovedstaden;5790002411274;48250145
25;9;202053;;EG Clinea;Kirurgisk klinik Amager German Sofin;Kamillevej 4,st,-2;2770;Kastrup;84;Region Hovedstaden;5790002506543;32540054
25;9;202096;;NOVAX;Steffen Jais Rosenstock;Rømersgade 19,2 tv;1362;København K;84;Region Hovedstaden;5790002011887;33113738
25;9;202126;;NOVAX;Mariana Cordoba Hansen;Birkedalsvej 35V, 1., klinik 3;3000;Helsingør;84;Region Hovedstaden;5790002509797;49226639
25;9;202134;;NOVAX;Pia Birgitte Føgh;Rømersgade 19,2 tv;1362;København K;84;Region Hovedstaden;5790002510328;33113738
25;9;202207;;NOVAX;Kirurgisk klinik Valby;Søndre Fasanvej 90,1 th;2500;Valby;84;Region Hovedstaden;5790002269097;27846022
25;9;202347;;NOVAX;Charlotte Gudbrand;Tranumparken 3 A;2660;Brøndby Strand;84;Region Hovedstaden;5790001376161;36486565
25;9;202355;;NOVAX;Jakob Burcharth;Øster Farimagsgade 71,st tv;2100;København Ø;84;Region Hovedstaden;5790002522420;35383022
25;9;202371;;CGM XMO;Kirurgisk Klinik Vesterbro;Amerikavej 15 C,1;1756;København V;84;Region Hovedstaden;5790002521805;30609084
25;9;202495;;EG Clinea;Claus Rønholt;Christianshavns Torv 2,4 tv;1410;København K;84;Region Hovedstaden;5790002619151;32961618
25;9;202509;;NOVAX;Carl Frederik Otto Nagell;Herlev Bygade 14, 1. th.;2730;Herlev;84;Region Hovedstaden;5790002619441;44840850
25;9;202789;;EG Clinea;Kirurgisk Klinik Allerød;Allerød Stationsvej 10, 2. th.;3450;Allerød;84;Region Hovedstaden;5790002625404;70222351
25;9;202843;;EG WinPLC;Karen Oline Larsen Langballe;Jægersborg Alle 16, 1.;2920;Charlottenlund;84;Region Hovedstaden;5790002626616;39641480
25;9;202878;;NOVAX;Martin Louring-Andersen;Øster Farimagsgade 71, st., tv.;2100;København Ø;84;Region Hovedstaden;5790002627521;20832087
25;9;202924;;NOVAX;Marie-Louise Struckmann;Lyngby Hovedgade 64, 1.;2800;Kongens Lyngby;84;Region Hovedstaden;5790000147281;45874008
25;9;203084;;EG Clinea;Qazaz Mirza;Dalbergstrøget 7, st.;2630;Taastrup;84;Region Hovedstaden;5790002635984;44948537
25;9;203130;;NOVAX;Julie Blockmann;Kongevejs-Centret 2;2970;Hørsholm;84;Region Hovedstaden;5790002637353;27838781
25;9;203696;;EG Clinea;Jan Kolind Christensen;Vesterbrogade 57,1. tv.;1620;København V;84;Region Hovedstaden;5790000148066;33220430
25;9;204072;;EG Clinea;Charlotte Bülow;Frederiksberg Alle 21 A,st;1820;Frederiksberg C;84;Region Hovedstaden;5790002004940;38192026
25;9;206393;;EG Clinea;Christian Ross Pedersen;Kigkurren 8 D;2300;København S;84;Region Hovedstaden;5790002026898;50751528
25;9;206520;;NOVAX;Ulf Henrik Sigild;Store Kongensgade 88,1;1264;København K;84;Region Hovedstaden;5790000141432;33154944
25;9;206636;;NOVAX;Lisbeth Friis Johansen;Vesterbrogade 14 B,1;1620;København V;84;Region Hovedstaden;5790002028694;33217007
25;9;207004;;NOVAX;Michael Rolff & Hans Christian Rolff;Smallegade 2,2.;2000;Frederiksberg;84;Region Hovedstaden;5790000145423;33930444
25;9;207594;;MultiMed Web;Søren Munch Jensen;Ny Kongensgade 21,1. th;1557;København V;84;Region Hovedstaden;5790000147014;33114448
25;9;210072;;NOVAX;Klaus Wiboltt;Ulrikkenborg Alle 37 A;2800;Kongens Lyngby;84;Region Hovedstaden;5790000151455;45884242
25;9;213012;;NOVAX;Gregers Hermann;Jægersborg Alle 16,2;2920;Charlottenlund;84;Region Hovedstaden;5790001379766;30744119
25;9;215201;;NOVAX;Asger Lind Poulsen;Rødovre Centrum 1 P,1,-161;2610;Rødovre;84;Region Hovedstaden;5790000142644;36705058
25;9;215309;;NOVAX;Ib Krogh Pedersen;Frederiksborgvej 2,1. tv.;3200;Helsinge;84;Region Hovedstaden;5790000149421;39409822
25;9;215430;;NOVAX;Bahir Hadi;Hans Edv Teglers Vej 9,1;2920;Charlottenlund;84;Region Hovedstaden;5790001994242;39640125
25;9;215708;;EG Clinea;Rolf Nielsen;Sankt Lukas Vej 7 B;2900;Hellerup;84;Region Hovedstaden;5790000149049;23719051
25;9;215813;;MultiMed Web;André Wettergren;Hvidovrevej 342,1.;2650;Hvidovre;84;Region Hovedstaden;5790001994662;36497236
25;9;220256;;EG WinPLC;Martin Poulsen;Nygade 1,1;3600;Frederikssund;84;Region Hovedstaden;5790002004964;47383748
25;9;241008;;NOVAX;Liselotte P. Rothman;Rødovre Centrum 1 K,1,-290;2610;Rødovre;84;Region Hovedstaden;5790001354671;36704048
25;9;241105;;NOVAX;Kenneth Højsgaard Jensen;Lindevangs Alle 6,1;2000;Frederiksberg;84;Region Hovedstaden;5790002400117;38868222
25;9;225347;;EG Clinea;Speciallægeklinik Holbæk;Bysøstræde 5;4300;Holbæk;85;Region Sjælland;5790002000737;59442223
25;9;225614;;EG WinPLC;Kirurgisk Klinik Faxe;Præstøvej 78;4640;Faxe;85;Region Sjælland;5790002022708;81730898
25;9;225649;;EG Clinea;Kirurgisk Klinik Lolland Falster;Søndre Boulevard 84,2.;4930;Maribo;85;Region Sjælland;5790002030635;
25;9;226181;;NOVAX;Kirurgisk Klinik Næstved;Dehnsvej 6;4700;Næstved;85;Region Sjælland;5790002400063;61711308
25;9;226432;;NOVAX;Kirurgiklinikken;Solrød Center 46A;2680;Solrød Strand;85;Region Sjælland;5790002634895;46150521
25;9;229261;;NOVAX;Kirurgisk Klinik Roskilde;Ny Østergade 11,2. tv.;4000;Roskilde;85;Region Sjælland;5790002014925;46369791
25;9;229334;;NOVAX;Kirurgisk Klinik Køge;Brogade 7;4600;Køge;85;Region Sjælland;5790002521881;56661766
25;9;235067;;EG Clinea;Center for kirurgi & Aareknudecenter;Langgade 57 E;4780;Stege;85;Region Sjælland;5790000152384;76104060
25;9;236691;;NOVAX;Kirurgisk Center Næstved;Eskadronsvej 4 A;4700;Næstved;85;Region Sjælland;5790000148912;55700038
25;8;290505;;EG Clinea;Hjerteklinik Nordjylland Michael Skjelbo;Sygehusvej 6;9460;Brovst;81;Region Nordjylland;5790000149629;98127977
25;8;269182;;NOVAX;Lungemedicinsk & allergologisk klinik;Godsbanegade 3,1 th;8700;Horsens;82;Region Midtjylland;5790001387303;86215577
25;8;269425;;EG WinPLC;Speciallæge Niels Henrik V. Krarup;Banegårdsgade 36 A,st th;8000;Aarhus C;82;Region Midtjylland;5790002407192;86196588
25;8;278092;;NOVAX;Torben Seefeldt;Jens Baggesens Vej 90 B;8200;Aarhus N;82;Region Midtjylland;5790000145867;86752909
25;8;278327;;EG WinPLC;Inger Sihm Aps;Banegårdspladsen 20;8000;Aarhus C;82;Region Midtjylland;5790000147427;86128440
25;8;278440;;MyClinic;Allergi & Lungeklinikken i Silkeborg;Østergade 22;8600;Silkeborg;82;Region Midtjylland;5790000153671;86800255
25;8;278467;;NOVAX;Allergi- og Lungeklinikken Århus;Ryesgade 31,4 tv;8000;Aarhus C;82;Region Midtjylland;5790000158102;87545400
25;8;244686;;NOVAX;Allergi- og Lungeklinikken, Odense;Overstræde 8;5000;Odense C;83;Region Syddanmark;5790002517341;66135033
25;8;263443;;NOVAX;Speciallæge Sven-Jørn Guul;Madevej 11,1.;6200;Aabenraa;83;Region Syddanmark;5790001369316;74630500
25;8;200654;;XMedicus;Anne Birgitte Haaber;Jægersborg Alle 16,2;2920;Charlottenlund;84;Region Hovedstaden;5790001363659;72136000
25;8;200786;;EG Clinea;Jens Knudsen;Taastrup Hovedgade 80,1. tv.;2630;Taastrup;84;Region Hovedstaden;5790000153954;22152460
25;8;201057;;EG WinPLC;Jakob B. Seidelin;Frederiksberg Alle 21 A,st;1820;Frederiksberg C;84;Region Hovedstaden;5790002274152;30511017
25;8;201154;;NOVAX;Christian Lange;Store Kongensgade 36,4;1264;København K;84;Region Hovedstaden;5790002276057;35559455
25;8;201677;;NOVAX;Nina Skavlan Godtfredsen;Lyngbyvej 237,1 tv;2900;Hellerup;84;Region Hovedstaden;5790002409639;33327871
